noteId	noteAuthorParticipantId	createdAtMillis	tweetId	classification	believable	harmful	validationDifficulty	misleadingOther	misleadingFactualError	misleadingManipulatedMedia	misleadingOutdatedInformation	misleadingMissingImportantContext	misleadingUnverifiedClaimAsFact	misleadingSatire	notMisleadingOther	notMisleadingFactuallyCorrect	notMisleadingOutdatedButNotWhenWritten	notMisleadingClearlySatire	notMisleadingPersonalOpinion	trustworthySources	summary	isMediaNote	isCollaborativeNote	lang	summary_en	topic	topic_confidence	political_subcategory	political_subcat_conf
1957648685325815909	85D0D0A2307ED7947472F685B97D15F86B61C8B48C8160498DFC3A0CCA3B61CC	1755574792593	1957507861808136594	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	1	0	0	0	0	0	0	0	0	0	1	This is an AI generated image.    Check the shoes after French President Macron.    https://x.com/ramprasad_c/status/1957507861808136594	0	0	en	This is an AI generated image.    Check the shoes after French President Macron.    https://x.com/ramprasad_c/status/1957507861808136594	fashion_&_style	0.9492321014404297	nan	
1463572785310179335	2FF588C5DC0FB919866D984848DFB07BE837710F36D5DEAB8DA60342A4AF240F	1637777918544	1463152760266891268	MISINFORMED_OR_POTENTIALLY_MISLEADING	BELIEVABLE_BY_MANY	CONSIDERABLE_HARM	EASY	0	1	0	0	1	0	0	0	0	0	0	0	1	While a 6.2% inflation rate is high, it's certainly not &quot;Double-digit&quot;.    https://www.nytimes.com/2021/11/10/business/economy/consumer-price-inflation-october.html	0	0	en	While a 6.2% inflation rate is high, it's certainly not &quot;Double-digit&quot;.    https://www.nytimes.com/2021/11/10/business/economy/consumer-price-inflation-october.html	news_&_social_concern	0.9933589100837708	107 - Internationalism: Positive	0.046996504068374634
1901661937722884579	EE48222CCC6ED6AF094A4381B64386AA161692EC64A575B035A94EB46305AEA6	1742226511780	1901370386014425204	NOT_MISLEADING				0	0	0	0	0	0	0	0	1	0	0	0	0	NNN - A polícia militar não faz contabilização de público conforme nota oficial do próprio órgão.	0	0	pt	NNN - The military police do not make public accounting according to the official note of the body itself.	news_&_social_concern	0.9963055849075317	102 - Foreign Special Relationships: Negative	0.03497592359781265
1788583529007206841	967F488FBD3587A666A188B215A825FE37E4548A49AC691CEA20A7CFCA978FB5	1715266518247	1788570732315701589	NOT_MISLEADING				0	0	0	0	0	0	0	0	0	0	0	1	1	NNN; after the US, Germany is also by far the biggest supplier of weapons to Israel. Their funding to UNWRA doesn't make the OP's post misleading or inaccurate in any way. If you disagree with the point he's making, then put it in a reply.  https://www.bbc.co.uk/news/world-middle-east-68737412	0	0	en	NNN; after the US, Germany is also by far the biggest supplier of weapons to Israel. Their funding to UNWRA doesn't make the OP's post misleading or inaccurate in any way. If you disagree with the point he's making, then put it in a reply.  https://www.bbc.co.uk/news/world-middle-east-68737412	news_&_social_concern	0.9956134557723999	203 - Constitutionalism: Positive	0.03740081191062927
1847267085191196937	0731EBB4CA6E206AD85D5A5789CD524C62A99F3E0ED3A6A9DBC63C36437E1761	1729257768330	1846156113013530923	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	0	0	0	0	0	0	0	1	El titular es incorrecto. Taylor Swift no tiene responsabilidad sobre la licencia del Bernabéu. Las multas son al Real Madrid, nunca a los artistas que dieron los conciertos.    https://www.eldiario.es/madrid/somos/ayuntamiento-madrid-multa-277-000-euros-ruido-excesivo-promotores-conciertos-bernabeu_1_11731891.amp.html	0	0	es	The penalty is to Real Madrid, never to the artists who gave the concerts. https://www.eldiario.es/madrid/somos/municipality-madrid-multa-277-000-euros-ruise-excessive-promotors-concerts-bernabeu_1_11731891.amp.html	sports	0.8883510231971741	nan	
1654223972047699972	854AAA07082F68EFF1A2E287C051EF1810580A47C4E5C97825E157561123037B	1683232703587	1653979399497342977	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	0	0	0	0	0	0	0	1	He was an illegal immigrant who was deported 4 times and convicted of DUI. He would not have been legally able to purchase or own any firearm. He is a Mexican National.    https://www.newsweek.com/texas-shooting-suspect-deportations-timeline-francisco-oropesa-1797667	0	0	en	He was an illegal immigrant who was deported 4 times and convicted of DUI. He would not have been legally able to purchase or own any firearm. He is a Mexican National.    https://www.newsweek.com/texas-shooting-suspect-deportations-timeline-francisco-oropesa-1797667	news_&_social_concern	0.9944461584091187	102 - Foreign Special Relationships: Negative	0.03938422352075577
1747761125033398726	DDB67C65FDB4F1B8BE32469B5DF731FA8EB93C3EF57DA80365E16DE12C0E56AF	1705533698696	1747473309724246100	NOT_MISLEADING				0	0	0	0	0	0	0	1	0	0	0	0	1	NNN: The ad does not claim to be the manufacturer of this product    Many products we buy everyday on multiple platforms (Amazon, eBay, etc) use drop shipping, this does not inherently mean the products/ads are scams or poor quality    Nor does this ad violate X.com’s ads policy  https://business.twitter.com/en/help/ads-policies.html	0	0	en	NNN: The ad does not claim to be the manufacturer of this product    Many products we buy everyday on multiple platforms (Amazon, eBay, etc) use drop shipping, this does not inherently mean the products/ads are scams or poor quality    Nor does this ad violate X.com’s ads policy  https://business.twitter.com/en/help/ads-policies.html	business_&_entrepreneurs	0.9872064590454102	nan	
1927541962753638761	38A85A0F10ED427CA16AED0930591FBEE18F49F50DEC836544E0359CD0DB4AFB	1748396790575	1927482687188512922	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	1	0	0	0	0	0	0	1	This is a lie.    Image depicts one of the direct distribution centers of food in Gaza.    https://ground.news/article/chaos-erupts-on-first-day-of-us-backed-aid-distribution-in-gaza-after-weeks-of-hunger-news-channel-3-12_98f323	0	0	en	This is a lie.    Image depicts one of the direct distribution centers of food in Gaza.    https://ground.news/article/chaos-erupts-on-first-day-of-us-backed-aid-distribution-in-gaza-after-weeks-of-hunger-news-channel-3-12_98f323	news_&_social_concern	0.9972991347312927	203 - Constitutionalism: Positive	0.030422529205679893
1684500650225287168	08A58A2339B5614D3D6DFF42F4CD39740E43F5EBED4FCBF66141E1F9DE105C4E	1690451226180	1644069097330692118	NOT_MISLEADING				0	0	0	0	0	0	0	0	1	0	1	1	0	the chicken fried	0	0	en	the chicken fried	food_&_dining	0.9195464253425598	nan	
1795396707242414584	C55AF5AC7AACE01E8C4223CB0794BE4513E56A0F5021229A58DB7FC40C4BFCE3	1716890906522	1793292956029313463	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	0	1	0	0	0	0	0	0	1	Bandera was a Nazi collaborator. His OUN militias held police power in occupied Ukraine and were significantly involved in pogroms against Jewish civilians. Aspirations for an independent Ukraine led to his arrest, but he was imprisoned as an &quot;honorary prisoner&quot; by the Nazis.     https://en.wikipedia.org/wiki/Stepan_Bandera	0	0	en	Bandera was a Nazi collaborator. His OUN militias held police power in occupied Ukraine and were significantly involved in pogroms against Jewish civilians. Aspirations for an independent Ukraine led to his arrest, but he was imprisoned as an &quot;honorary prisoner&quot; by the Nazis.     https://en.wikipedia.org/wiki/Stepan_Bandera	news_&_social_concern	0.9926220178604126	203 - Constitutionalism: Positive	0.030841192230582237
1782343485611483491	3BDA4764A076313E695CA1D41ECF15CE19A268ABD7E9944223C569E44215D16C	1713778775968	1781991260003107112	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	1	0	0	0	0	0	0	1	Lance Stroll crashed into the rear of Daniel Ricciardo due to him focusing on the corner than the car in front.    Daniel Ricciardo pointed it out during a post race interview: https://twitter.com/SkySportsF1/status/1781978771609800970  	0	0	en	Lance Stroll crashed into the rear of Daniel Ricciardo due to him focusing on the corner than the car in front.    Daniel Ricciardo pointed it out during a post race interview: https://twitter.com/SkySportsF1/status/1781978771609800970  	sports	0.9956232905387878	nan	
1715658344617136264	A7A1B54A0C554717A39E76BD1386E283E0D3872BD68775E544C19F52146A0EF1	1697879799401	1715421512881119431	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	0	1	0	0	0	0	0	0	0	1	L'ARS Pays de la Loire assure que le malaise n'est pas en lien direct avec la vaccination, mais lié au &quot;stress provoqué par la vaccination&quot;.    https://www.francebleu.fr/infos/societe/la-vaccination-contre-le-papillomavirus-suspendue-en-loire-atlantique-apres-le-malaise-d-un-adolescent-4172992  https://www.20minutes.fr/faits_divers/4058850-20231020-vaccin-contre-papillomavirus-collegien-nantais-etat-preoccupant-apres-malaise    Par ailleurs, la vaccination contre le HPV contribue à réduire les risque de différents cancers chez l'homme et la femme.    https://www.vidal.fr/medicaments/utilisation/vaccins/vaccin-papillomavirus.html	0	0	fr	The ARS Pays de la Loire assures that the discomfort is not directly related to vaccination, but is related to the &quot;stress caused by vaccination&quot;. https://www.francebleu.fr/infos/societe/la-vaccination-contra-the-papillomavirus-suspended-in-law-Atlantic-avres-the-malaise-d-a-adolescent-4172992 https://www.20minutes.fr/faits_divers/	fitness_&_health	0.9745364189147949	nan	
1762863288931528719	4116F79E386D129A62CE931013026F8D1E1C53D81B9BA26F7B1A340F7951FC61	1709134335154	1762796899344523299	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	0	1	0	0	0	0	0	0	0	1	The PD1 helpline is not just for wealthy individuals/businesses. Government employees, MPs and sensitive cases, may need to contact PD1. The taxpayers that need to contact PD1 are decided based on potential risks. As a Lord, Lord Sikka would likely also need to call PD1.    https://www.gov.uk/tell-hmrc-change-of-details/gender-change  https://commonslibrary.parliament.uk/content/uploads/2023/01/9675-HMRC-MP-Casework-Guide_accessible.pdf	0	0	en	The PD1 helpline is not just for wealthy individuals/businesses. Government employees, MPs and sensitive cases, may need to contact PD1. The taxpayers that need to contact PD1 are decided based on potential risks. As a Lord, Lord Sikka would likely also need to call PD1.    https://www.gov.uk/tell-hmrc-change-of-details/gender-change  https://commonslibrary.parliament.uk/content/uploads/2023/01/9675-HMRC-MP-Casework-Guide_accessible.pdf	news_&_social_concern	0.9987255930900574	105 - Military: Negative	0.03002050891518593
1687464668355522561	FF0066C905A3063A84C3F73F8CE820F4A66FE408B649C979FBA6F602BE21C97E	1691157903171	1687264989638541312	NOT_MISLEADING				0	0	0	0	0	0	0	1	0	0	0	0	1	コミュニティノートを張ること自体はよいのですが、リンクの  https://www.moj.go.jp/isa/applications/guide/tetuduki_taikyo_qa.htm  は  https://www.moj.go.jp/isa/applications/guide/tetuduki_taikyo_qa.html  のtypoだと思われます。最後のlが抜けています。	0	0	ja	It is good to keep a community note on its own, but the link https://www.moj.go.jp/isa/applications/guide/tetuduki_taikyo_qa.htm is the type of https://www.moj.go.jp/isa/applications/guide/tetuduki_taikyo_qa.html.	news_&_social_concern	0.8444422483444214	413 - Nationalisation	0.03529536351561546
1861513120138830062	111F4A03D7F1923DCEC73DD8595474B5BFA1C4E88D3224D24348DD08B82C38D9	1732654287740	1861512394138079474	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	0	1	0	0	0	0	0	0	0	1	⚠️ Deceptive site ahead    Potential threats on xn--mntrachain-3gb[.]io include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/561300/	0	0	en	⚠️ Deceptive site ahead    Potential threats on xn--mntrachain-3gb[.]io include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/561300/	science_&_technology	0.9747897982597351	nan	
1738378653929472376	3F5B01B0048C20F868BDA404F0210ADE15EB0AD037527CC34D387726C07DDF50	1703296743262	1738085227220681122	NOT_MISLEADING				0	0	0	0	0	0	0	0	0	0	1	0	0	NNN. Es un meme.	0	0	ca	It is a meme.	news_&_social_concern	0.7805665135383606	401 - Free Market Economy	0.029979145154356956
1781895048134541575	8E2B7FC6B512A4AE8DEA39CCA3A29D7A5046F182D0A038D8BDC5D75DCAC68462	1713671860142	1781785206678269972	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	1	1	1	0	0	0	0	0	0	1	Communist U.S.S.R., China and preceding Mao guerrillas, Khmer Rouge Cambodia, Vietnam, and Yugoslavia, as well as Nazi Germany, account for 128mil deaths by democide. This posts usage of “killing” and “dictator” is misleading.     https://www.hawaii.edu/powerkills/POWER.ART.HTM	0	0	en	Communist U.S.S.R., China and preceding Mao guerrillas, Khmer Rouge Cambodia, Vietnam, and Yugoslavia, as well as Nazi Germany, account for 128mil deaths by democide. This posts usage of “killing” and “dictator” is misleading.     https://www.hawaii.edu/powerkills/POWER.ART.HTM	news_&_social_concern	0.9932373762130737	401 - Free Market Economy	0.033540163189172745
1813182836746428900	6F8D01FAFA94F6F5B60F1D81D5CD23AAFFC7683B8DA2810B575074B4F2F07A07	1721131450247	1812055365871136775	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	0	1	1	0	0	0	0	0	0	1	資産家や有名人、企業等を騙る、お金配りやPayPay配布詐欺等が横行しています。    ○記事  ① Xでの「お金配り」投稿に注意　特殊詐欺グループが関与か  https://nordot.app/1139706578399822471  ②X（旧Twitter）お金あげますお金配り詐欺に注意！知らないうちに運び屋になる仕組みや目的を解説  https://koneta.nifty.com/koneta_detail/1141008020764_1.htm  ③“paypay配布”ってマジ！？怪しさ満点のお金配りアカウントに突撃してみた  https://otakuma.net/archives/2024040802.html    ○想定される被害  ・特殊詐欺に巻き込まれる  ・金銭を騙し取られる  ・迷惑DM等が届くようになる    ○参考  ・取材  https://www3.nhk.or.jp/news/special/net-koukoku/article/article_17.html    ・目的  https://internet.watch.impress.co.jp/docs/column/dlis/1445583.html  https://news.yahoo.co.jp/expert/articles/41f86b011cc90c9036a6b2564965bc132582634b  https://www.all-senmonka.jp/moneyizm/77501/  https://securitynews.so-net.ne.jp/topics/sec_20066.html  https://mame-yaro.com/present/	0	0	ja	The assets, celebrities, companies, etc. are cheating, pay-distribution and PayPay distribution fraud, etc. • Article 1 X “pay-distribution” post notice Special fraud group is involved or https://nordot.app/11397078399822471 2X (Old Twitter) pay-distribution fraud attention! Unknown to the means and purpose of becoming a carrier explain https://koneta.nifty.com/koneta_detail/1141008020764_1.htm 3 “pay-distribution	business_&_entrepreneurs	0.9730439782142639	nan	
1840044356801114447	9A9804E2615C31A2FD05B0B466ABD0F6CDCE1FA9573EE7CDE0F10FA8D373A9DA	1727535735689	1839749483506119147	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	0	0	0	0	0	0	0	1	This is not Hassan Nasralla.    https://www.aljazeera.com/amp/news/2024/9/28/hassan-nasrallah-hezbollah-leader-killed-in-beirut-in-israeli-strike	0	0	en	This is not Hassan Nasralla.    https://www.aljazeera.com/amp/news/2024/9/28/hassan-nasrallah-hezbollah-leader-killed-in-beirut-in-israeli-strike	news_&_social_concern	0.9923123717308044	413 - Nationalisation	0.03042766824364662
1894487326044426347	4C200B2C7AA1A836884493EAF45B9D128D1FFCA27F9A5C7A8BC98693F82B525B	1740515951058	1894126415932526802	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	0	0	0	1	0	0	0	0	0	1	Trump is a cockwomble.  Www.trumpisacockwomble.com	0	0	en	Trump is a cockwomble.  Www.trumpisacockwomble.com	news_&_social_concern	0.987794041633606	413 - Nationalisation	0.03353777900338173
1777062156975870106	55E35246E8F2B36CAB2E71135FCD1681049AAFFC90C4210C55B95CA915857BDD	1712519609099	1777031427512484168	NOT_MISLEADING				0	0	0	0	0	0	0	0	0	0	0	1	1	Als je denkt dat het Verenigd Koninkrijk niet in Europa ligt moet je terug naar school - niet community notes schrijven.    https://en.m.wikipedia.org/wiki/List_of_sovereign_states_and_dependent_territories_in_Europe	0	0	nl	If you think the UK is not in Europe you should go back to school - not write community notes. https://en.m.wikipedia.org/wiki/List_of_sovereign_states_and_dependent_territories_in_Europe	news_&_social_concern	0.8261311650276184	302 - Centralisation	0.04178355261683464
1833475497633997012	72BB23C0C7BBF8EC8A1CFBC3FA63B00E32977007ABB5EE62AAC7A5E38EEF4847	1725969597621	1832999557837295668	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	1	1	0	1	0	0	0	0	0	1	このアカウントは公式と謳っていますが非公式アカウントです。  本来の公式アカウントは  @DREAMIsLANDinfo  https://x.com/DREAMIsLANDinfo  です。    また、公式アカウントに見せかけてプレゼント配布などを行う旨を記載していますが、STATO社より以下の注意喚起があります。    ＞偽サイトや偽SNSアカウントに情報を取得されると、クレジットカードの不正利用被害やSNSアカウント乗っ取りなど、サイバー犯罪に遭ってしまう可能性があります。  https://starto.jp/s/p/group/detail/matters#matters_13163    公式アカウントであるかどうか、そして情報の正確性に留意する必要があります。	0	0	ja	This account is officially known but an informal account. The original official account is @DREAMIsLANDinfo https://x.com/DREAMIsLANDinfo. It also describes the intention of showing the gifts and otherwise to do the official account, but there are the following alertations from STATO. > If you get information from a false site or a false SNS account, you may be subjected to cyber crime, such as credit card misuse or SNS account overthrow. https://starto.jp/s/p/group	news_&_social_concern	0.5086559653282166	105 - Military: Negative	0.03573692962527275
1898254216411709516	120299F36CF4DA12A538F7993472A6C0C60EF0A10B123B271AA118FF4EB80DD5	1741414047708	1898215037380010210	MISINFORMED_OR_POTENTIALLY_MISLEADING				1	0	0	0	0	0	0	0	0	0	0	0	1	ポストの盗用です。    https://x.com/ZEGpIweUFt41760/status/1897922437737849184	0	0	ja	The post is stolen. https://x.com/ZEGpIweUFt41760/status/1897922437737849184	news_&_social_concern	0.8449044823646545	102 - Foreign Special Relationships: Negative	0.03288433700799942
2009365701467795672	C9A9BE3346A071C7FDE52DDFB007B495050E70655D86A46488854F36E25C53EE	1767905090096	2009312232048377905	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	1	1	0	0	0	0	0	0	0	1	This video from Hebron, not Syria.     https://x.com/trtworld/status/2009134685763588386	0	0	en	This video from Hebron, not Syria.     https://x.com/trtworld/status/2009134685763588386	news_&_social_concern	0.9930317401885986	203 - Constitutionalism: Positive	0.03181447088718414
1835755822984376516	9DFD10B31E5CD8E58CD6E211E0A1268F63E33B1B762B4A1074FCD4240A940477	1726513269549	1835058959637762507	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	0	1	0	0	0	0	0	0	0	1	Neither a question nor an opinion.  OP denies factual evidence, of which are heaps in digital age, that points to the contrary of the statement. Simple fact that it is Putin who is under ICC investigation should be enough       https://foreignpolicy.com/2024/04/23/russia-ukraine-cultural-genocide-looting-indoctrination-deporatation/    https://www.icc-cpi.int/news/situation-ukraine-icc-judges-issue-arrest-warrants-against-vladimir-vladimirovich-putin-and	0	0	en	Neither a question nor an opinion.  OP denies factual evidence, of which are heaps in digital age, that points to the contrary of the statement. Simple fact that it is Putin who is under ICC investigation should be enough       https://foreignpolicy.com/2024/04/23/russia-ukraine-cultural-genocide-looting-indoctrination-deporatation/    https://www.icc-cpi.int/news/situation-ukraine-icc-judges-issue-arrest-warrants-against-vladimir-vladimirovich-putin-and	news_&_social_concern	0.9956550598144531	203 - Constitutionalism: Positive	0.04454914107918739
1922698099769639395	8BDDFE9DE69F1CF286922AD4D2986282DAA30A16BAE42513C26B2C0849430681	1747241923645	1922602761033564487	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	0	0	0	0	0	0	0	0	1	Heaven is not back in training with Manchester United.    https://www.manutd.com/en/news/detail/man-utd-train-at-carrington-in-front-of-mutv-cameras-on-14-may?t=y	0	0	en	Heaven is not back in training with Manchester United.    https://www.manutd.com/en/news/detail/man-utd-train-at-carrington-in-front-of-mutv-cameras-on-14-may?t=y	sports	0.9922178983688354	nan	
1773374335358554398	7EF1AC2D57D17C09968173D5C38BA0469EB8C06A953F8071F1771D5748BC0E3B	1711640363906	1773028708212715609	NOT_MISLEADING				0	0	0	0	0	0	0	0	0	0	0	1	0	NNN, Volové, jak se pozná placený úsek ve vlaku?	0	0	cs	How do you know the paid section in the train?	diaries_&_daily_life	0.9636408090591431	nan	
1836476879391334419	9D2EA569A06CC2D4CFB8352E78EDCBEC940875B29C6405357743555EB6343E07	1726685182793	1836316149438402660	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	0	0	0	0	0	0	0	0	1	La personne interrogée parle sûrement de son salaire net après impôt.  Une personne qui gagne 3900e/mois net après impôts, gagne environ 4650e/mois net avant impôts, soit une différence d'environ 9000e lié à l'impôt sur une année.    https://simulateur-ir-ifi.impots.gouv.fr/calcul_impot/2024/  	0	0	fr	A person who earns 3900e/month net after taxes earns about 4650e/month net before taxes, or a difference of about 9000e related to tax over a year. https://simulator-ir-ifi.impots.gouv.fr/calcul_impot/2024/	business_&_entrepreneurs	0.9334110617637634	nan	
2007649587033407582	21BD34E6F7770B429A9DC3FDFBCDF86F0857DED707C554BD9FFC928302861993	1767495936531	2007647162348515376	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	0	1	0	0	0	0	0	0	1	Zero indication Trump uses amphetamines.    https://www.cbsnews.com/news/trump-walter-reed-yearly-checkup-annual-physical-examination/	0	0	en	Zero indication Trump uses amphetamines.    https://www.cbsnews.com/news/trump-walter-reed-yearly-checkup-annual-physical-examination/	news_&_social_concern	0.9939024448394775	105 - Military: Negative	0.04102213680744171
1726949789550424080	3DCB8E62727FA7690F9B71C393A373DBCF658065FF021430ADFF8443208093D4	1700571889659	1726689265793507675	NOT_MISLEADING				0	0	0	0	0	0	0	0	1	0	0	0	1	NNN information factuelle et vérifiée, merci d'arrêter d'abuser des notes de la communauté	0	0	fr	NNN factual and verified information, please stop abusing community notes	news_&_social_concern	0.9896373152732849	413 - Nationalisation	0.03154698386788368
1680451048631066625	DD2E31E462BDA2C5F11DFDDF677374E291393689F4CAECDBBC9011AD39930791	1689485725921	1679724967628509184	NOT_MISLEADING				0	0	0	0	0	0	0	0	1	0	0	0	0	Can confirm, the test passed. No error was returned.	0	0	en	Can confirm, the test passed. No error was returned.	diaries_&_daily_life	0.9419273138046265	nan	
1790799911945896219	7B591AEEF76B868FA6CB2198D1705F7950EACE82028E4C402A9F2836B543C593	1715794945120	1790459450609869110	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	0	0	1	0	0	0	0	0	0	0	0	1	Quem salvou o cavalo foi uma equipe do Corpo de Bombeiros do estado de SP.    https://g1.globo.com/rs/rio-grande-do-sul/noticia/2024/05/09/resgate-do-cavalo-caramelo-entenda-como-animal-foi-retirado-de-cima-do-telhado-no-rs.ghtml    https://www.jornalcruzeiro.com.br/sorocaba/noticias/2024/05/732678-veterinario-de-sorocaba-participa-do-salvamento-do-cavalo-caramelo.html	0	0	pt	Who saved the horse was a team of the State Fire Corps of SP. https://g1.globo.com/rs/rio-grande-do-sul/noticia/2024/05/09/resgate-do-cavalo-caramel-entenda-like-animal-fire-retirate-do-cavalo-no-rs.ghtml https://www.jornalcruzeiro.com.br/sorocaba/noticias/2024/05/732678-veterinario-de-sorocaba-participate	news_&_social_concern	0.9949548840522766	606 - Civic Mindedness: Positive	0.03658256307244301
1740180920122970396	FEA6D64A67F42037767AB96A48C124BDE388BDF652563CA28D19EC0E38F2CD00	1703726437011	1740062670026678669	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	1	1	0	0	0	0	0	1	Esta es una fotografía de la activista Renata Villareal con su hijo.    https://twitter.com/Re_Villarreal/status/1739340666474205310?t=m7fe5NLnOGWJ3EDEhZOEGw&amp;s=19	0	0	es	This is a photo of activist Renata Villareal with her son. https://twitter.com/Re_Villarreal/status/1739340666474205310?t=m7fe5NLnOGWJ3EDEhZOEGw&amp;s=19	news_&_social_concern	0.9955682158470154	105 - Military: Negative	0.03222406283020973
2007969674835664907	FAD6D7ACE683BFA670BF3B9B903E5039492C83A6F59DC9CF4700DC7AE06C08B2	1767572251410	2007945827529224256	MISINFORMED_OR_POTENTIALLY_MISLEADING				0	1	0	0	1	1	0	0	0	0	0	0	1	El Decreto 949 de 2022, hoy vigente, define el valor de la Vivienda de Interés Social en salarios mínimos, no en pesos fijos.    Por lo  indexación de los topes de precios VIS y VIP al salario mínimo está establecida por ley, las constructoras no pueden violar la ley.    https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=187326	0	0	es	Decree 949 of 2022, today in force, defines the value of the Housing of Social Interest in minimum wages, not in fixed weights. by the indexation of the top of VIS and VIP prices to minimum wages is established by law, the constructors cannot violate the law. https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=187326	news_&_social_concern	0.9932547211647034	304 - Political Corruption	0.030888235196471214
1778149844638416907	EDED41F9C2CF30908803A0D6C0E0FF2F844FD294754E7625B6C6CA9EB2E82BF1	1712778934047	1778148369887863096	MISINFORMED_OR_POTENTIALLY_MISLEADING				1	0	0	0	0	0	0	0	0	0	0	0	1	Ce tweet a été volé littéralement 1 minute après le poste de celui initial.   https://x.com/arobasewami/status/1778148148851909041?s=46	0	0	fr	This tweet was literally stolen 1 minute after the initial post. https://x.com/arobasewami/status/1778148148851909041?s=46	news_&_social_concern	0.8589485287666321	105 - Military: Negative	0.035752855241298676
